id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
20683577,1 Heart of Center - 1754 Vintage Viennese 79m² Apt,19912070,Ujale,,Innere Stadt,48.20855,16.3712,Entire home/apt,198,2,301,2022-12-11,4.68,6,114,66,
20685314,Cosy apartment close to the city center,86146769,Lara,,Leopoldstadt,48.21976,16.38207,Entire home/apt,59,2,110,2022-12-07,3.78,1,127,70,
20693699,Beautiful apartment near Schloß Schönbrunn,51389776,Julia,,Penzing,48.19259,16.28512,Entire home/apt,61,2,17,2022-05-19,0.27,1,365,1,
21402862,Cute new Apartment for 4,136912964,Klara,,Leopoldstadt,48.22149,16.3807,Entire home/apt,65,2,52,2018-09-30,0.84,3,0,0,
21409487,Viennese charm with tweedy oak timber,8494302,Dorian,,Margareten,48.18375,16.3599,Entire home/apt,48,2,201,2022-11-21,3.52,4,203,53,
21409689,"Cozyness with ""Wiener Schmäh"" in Margareten",8494302,Dorian,,Margareten,48.18375,16.3599,Entire home/apt,45,2,186,2022-11-26,3.26,4,214,54,
21409792,Großzügigkeit mit Wiener Schmäh und Charme,8494302,Dorian,,Margareten,48.18375,16.3599,Entire home/apt,89,3,11,2022-07-26,0.20,4,172,2,
21410006,Warm and cozy room in Vienna,67898488,Yenny,,Donaustadt,48.21398,16.54159,Private room,64,1,43,2022-10-09,0.69,1,73,6,
20912502,Haus in Wien,150284511,Birgit,,Liesing,48.14438,16.32195,Entire home/apt,220,2,28,2022-09-25,0.52,1,170,4,
21420504,AC Modern Penthouse Room by City Center！Top choice,29633497,Mia,,Margareten,48.19434,16.35818,Private room,40,1,153,2020-08-30,2.51,1,0,0,
20701028,Lovely  flat*smart lock*contactless* Schönbrunn,81676709,Violeta,,Meidling,48.17796,16.32471,Entire home/apt,50,3,111,2022-11-28,1.75,1,55,34,
20701805,Altbauwohnung in Uni Nähe,37011803,Luisa,,Alsergrund,48.21675,16.3512,Private room,18,3,0,,,2,0,0,
20707826,Bright cosy apartment near the city centre,148085178,Christina,,Alsergrund,48.21711,16.34379,Entire home/apt,32,2,20,2018-04-08,0.31,1,0,0,
20920466,Cosy apartment next to the City of Vienna,150370714,Karl,,Landstra§e,48.19506,16.39661,Entire home/apt,67,3,145,2022-11-22,2.35,1,191,25,
20717591,"Wohlfühl-Apartment, Wien",141804922,Brigitte,,Rudolfsheim-Fnfhaus,48.1954,16.31919,Entire home/apt,81,2,75,2022-11-27,1.24,1,162,28,
21424129,"Experience Vienna, Wake Up Surrounded by Nature",32604177,Allison,,Penzing,48.21115,16.22084,Entire home/apt,39,10,1,2018-01-02,0.02,1,0,0,
21424844,super flat with 85 m2 near subway station,155208022,Karin,,Donaustadt,48.24757,16.44149,Entire home/apt,80,2,2,2018-01-01,0.03,1,0,0,
20922234,Studio near Metro U6 next Siemens,4034068,Philipp,,Floridsdorf,48.25642,16.40844,Entire home/apt,63,1,4,2022-09-25,0.06,14,361,2,
20718630,Cosy 2 Bedroom Apartment + free Parking,148343053,Dana,,Ottakring,48.20975,16.32016,Entire home/apt,143,2,205,2022-11-22,3.25,5,166,37,
20928859,G29 Headquarter,150442368,Karsten,,Hietzing,48.18214,16.31749,Private room,35,2,0,,,1,0,0,
20725215,Fantastische & stylische Wohnung mit Terrasse,148401404,Stefanie,,Ottakring,48.20806,16.33044,Entire home/apt,54,2,5,2017-12-07,0.08,1,0,0,
20734818,Renovated cozy 84m2 family apartment at Schönbrunn,21289435,Elena,,Rudolfsheim-Fnfhaus,48.18886,16.32267,Entire home/apt,60,5,35,2019-12-25,0.63,1,0,0,
20735071,Luxury City Apartment minutes from  city center,4615178,Eva,,Alsergrund,48.21921,16.36422,Entire home/apt,180,6,4,2022-07-28,0.06,20,331,1,
21426226,"spacious, sunny room in central Vienna",61500103,Leonhard,,Margareten,48.18641,16.35485,Private room,36,3,49,2022-09-25,0.81,2,1,7,
21453095,Beautiful room with private bathroom,155728562,Elena,,Josefstadt,48.208,16.35162,Private room,99,2,52,2020-01-03,0.83,1,0,0,
21453316,Charmantes Haus in bester Ruhelage,155730990,Paul,,Liesing,48.14517,16.25829,Entire home/apt,70,5,28,2022-10-31,0.49,1,157,8,
20953279,Cozy living near city center and Prater,104790811,Maxi,,Landstra§e,48.19384,16.41034,Entire home/apt,148,2,145,2022-11-21,2.33,14,93,25,
21454409,Lovely private bedroom for rental in Vienna.,18956758,Mohamed,,Ottakring,48.2057,16.32777,Private room,53,1,2,2022-12-12,1.33,1,8,2,
20739874,Classy Apartment near city center and Prater,104790811,Maxi,,Landstra§e,48.19562,16.41037,Entire home/apt,100,2,66,2022-09-16,1.05,14,97,15,
20953461,City Center Apartment right next to Stephansdom,150690809,Günther & Elisabeth,,Innere Stadt,48.2054,16.37275,Entire home/apt,221,2,140,2022-12-11,2.30,5,285,37,
20965287,"Bright, quiet & cosy Studio in perfect location",453599669,Erik & Edgar,,Alsergrund,48.21757,16.34975,Entire home/apt,80,2,265,2022-11-28,4.16,8,36,33,
20752467,"""Franzl"" - Urban but typical Austrian",59547113,Claudia & Franz,,Floridsdorf,48.25919,16.40251,Entire home/apt,79,2,77,2022-11-28,1.20,1,343,10,
21458885,Cozy nest in the heart of Vienna,155794343,Eva,,Josefstadt,48.20841,16.34142,Entire home/apt,80,1,14,2018-01-06,0.23,2,0,0,
21470697,Jimmy's Apartments Siena (1-Bedroom Suite Balcony),151274765,Jimmys,,Meidling,48.16785,16.31951,Entire home/apt,144,2,18,2022-08-21,0.29,17,356,8,
21470786,Jimmy's Apartments Siena (1-Bedroom Executive),151274765,Jimmys,,Meidling,48.16785,16.31951,Entire home/apt,111,2,29,2022-10-07,0.47,17,349,16,
20965808,"Tiny, cosy apartment in good location",145612894,Lena,,Whring,48.22263,16.33926,Entire home/apt,32,5,1,2017-11-01,0.02,1,0,0,
21472312,Spacious private apartment near city centre 70qm,24871851,Thomas,,Wieden,48.18801,16.36668,Entire home/apt,53,6,27,2018-06-05,0.44,1,0,0,
20754012,"Zentrale Stadtoase, Flughafen- und Hbf- Anbindung",29445919,Maxi,,Leopoldstadt,48.21465,16.39155,Private room,100,1,25,2019-07-29,0.46,6,0,0,
20968137,"Cosy Studio next to Belvedere Palace, center (HW)",177667387,Yannick,,Landstra§e,48.18995,16.38615,Entire home/apt,75,2,239,2022-11-27,3.76,5,48,35,
20755965,Cozy apartment in the city center,58319675,Lisa,,Margareten,48.19534,16.35754,Private room,60,3,1,2017-09-12,0.02,1,0,0,
20972719,Cosy Apartment/ Bequeme Unterkunft,45426883,Marija,,Meidling,48.18278,16.34203,Entire home/apt,49,4,73,2022-09-18,1.28,1,63,5,
20756872,Beautiful Viennese Apartment for 6-10 Guests 114m²,131671188,Michael,,Alsergrund,48.2257,16.3501,Entire home/apt,159,1,101,2022-11-26,1.58,14,345,26,
21480951,"Sweet Home Garden U1, U2, U4 Oper,  Belvedere",78865245,Alex,,Wieden,48.19757,16.37214,Entire home/apt,137,2,1,2017-12-30,0.02,1,256,0,
20973143,4 a Home away from Home,10308908,Heidi,,Dbling,48.23607,16.35465,Entire home/apt,275,3,26,2022-09-03,0.43,3,116,1,
21482366,Lovely Apartment with terrace,57247634,Alica,,Neubau,48.20363,16.34061,Entire home/apt,30,1,2,2017-11-19,0.03,1,0,0,
20985523,SFG TOP 03,129829780,Aliz,,Innere Stadt,48.21002,16.37497,Hotel room,89,2,11,2019-12-28,0.18,12,309,0,
20757713,Charming studio apartment in the 18th district,93489473,Emre,,Whring,48.23011,16.32687,Entire home/apt,30,4,9,2019-09-22,0.14,1,0,0,
20985649,Modern City Apartment - Ringstrasse,129829780,Aliz,,Innere Stadt,48.2092,16.37689,Hotel room,119,2,86,2022-11-25,1.50,12,57,36,
20759873,"Lovely, quiet Studio just near the center",453599669,Erik & Edgar,,Alsergrund,48.2182,16.34961,Entire home/apt,78,2,273,2022-11-23,4.26,8,30,43,
21483958,Charming Apartment near Metro & Schönbrunn Palace,24624548,Bellal,,Rudolfsheim-Fnfhaus,48.19117,16.33056,Entire home/apt,61,3,138,2020-09-27,2.24,2,0,0,
20987922,Quartier BELVEDERE,151062999,Мikka,,Favoriten,48.18578,16.38265,Entire home/apt,83,31,5,2022-08-04,0.08,4,346,1,
20768975,2-Zimmer Apartment Nähe Schloss Schönbrunn,148669249,Maria,,Penzing,48.1898,16.29685,Entire home/apt,49,4,26,2019-05-23,0.41,1,0,0,
20989593,Cosy and Bright Studio near Naschmarkt and Centre,50945012,Easy Flat TEAM,,Margareten,48.19254,16.3551,Entire home/apt,124,1,154,2022-05-02,2.43,50,260,2,
20770139,Barbara's apartment near Belvedere,148805130,Barbara,,Landstra§e,48.19198,16.39516,Entire home/apt,60,1,33,2021-04-09,0.53,1,0,0,
20995576,Appartement Frida,5353585,Elisabeth,,Mariahilf,48.19345,16.34657,Entire home/apt,40,28,12,2022-10-23,0.19,1,126,1,
20779614,Private bedroom in a 2 bedroom apartment,8211632,Davor,,Mariahilf,48.19398,16.34182,Private room,46,25,1,2017-09-17,0.02,1,0,0,
20780090,Cosy and quiet apartment close to the city center!,146756295,Nezir,,Mariahilf,48.1925,16.34142,Entire home/apt,49,1,12,2018-04-05,0.19,1,0,0,
21487530,Perfekt für Homeoffice - Wohnung Nähe Donauspital,155874884,Andrea,,Donaustadt,48.21736,16.49236,Entire home/apt,45,30,6,2020-12-26,0.18,1,0,0,
21507071,gemütliche Unterkunft,156186190,Zlatko,,Margareten,48.18182,16.35574,Entire home/apt,190,10,0,,,1,0,0,
21017800,"Vienna Original (7) near Subway, 10 min to center",151352772,Stefan,,Landstra§e,48.1955,16.39764,Entire home/apt,67,2,106,2022-11-26,1.69,6,69,26,
21508998,"Vienna West Hills Apartment & Pool, Secret Escape",156290557,Daniel,,Hernals,48.23664,16.29454,Entire home/apt,170,2,126,2022-11-05,2.06,1,217,21,
20780845,Cosy Apartment,143700665,Maya,,Rudolfsheim-Fnfhaus,48.1955,16.32118,Entire home/apt,40,2,139,2020-03-05,2.18,1,0,0,
20780943,Einfamilienhaus (Teil),148928097,Bernhard,,Liesing,48.14331,16.27207,Entire home/apt,110,1,0,,,1,0,0,
21034470,Cozy City Center Appartment next to Stephansdom,150690809,Günther & Elisabeth,,Innere Stadt,48.20691,16.37289,Entire home/apt,161,2,90,2022-12-11,1.47,5,176,41,
20783525,Cosy Studio near Metro U1,46169763,Leti,,Favoriten,48.1584,16.39083,Entire home/apt,50,3,35,2020-01-03,0.55,1,0,0,
20792920,Freundliches Zimmer nahe Schloss Schönbrunn,143669966,Oliver,,Rudolfsheim-Fnfhaus,48.18781,16.32514,Private room,20,29,18,2022-11-20,0.28,7,7,4,
21515351,New equipped apartment  -10 minutes to city-centre,138638452,Markus,,Ottakring,48.2072,16.32903,Entire home/apt,62,2,22,2022-12-12,0.60,2,352,17,
21036823,Quiet city center flat next to Stephansdom,150690809,Günther & Elisabeth,,Innere Stadt,48.20705,16.3732,Entire home/apt,219,2,138,2022-12-11,2.25,5,147,56,
21516322,Double room with view over the danau canal,148661267,Madee,,Brigittenau,48.2311,16.36336,Private room,27,1,2,2017-10-29,0.03,1,0,0,
21523467,Charming quiet 2 Room City Apartment incl. Parking,10281621,Boris,,Rudolfsheim-Fnfhaus,48.19991,16.33647,Entire home/apt,46,3,234,2022-12-06,3.76,8,286,53,
21529889,2 Bedroom Family flat in central Vienna,35388107,Micky,,Leopoldstadt,48.22377,16.40726,Entire home/apt,68,2,249,2022-12-10,3.99,3,302,69,
20793118,Comfy-Quiet-Home,92419176,Sylvester,,Margareten,48.187191,16.35133,Entire home/apt,76,3,125,2022-12-04,1.96,1,55,24,
21039660,"Beautiful, sunny and centrally located apartment",10570246,Hania,,Alsergrund,48.22384,16.36454,Entire home/apt,69,3,18,2019-08-04,0.30,1,0,0,
20793780,Cosy room near the city center,23509700,Aleš,,Alsergrund,48.23067,16.35439,Private room,19,2,25,2018-01-01,0.39,1,0,0,
21050748,Lovely City center flat next to Stephansdom,150690809,Günther & Elisabeth,,Innere Stadt,48.20491,16.37399,Entire home/apt,179,2,47,2022-07-26,0.77,5,181,11,
21533209,New airy flat near city centre,11629523,Azul,,Landstra§e,48.19833,16.39355,Entire home/apt,90,4,75,2022-12-04,1.29,1,207,18,
21051314,Helle Altbauwohnung 41m²- bright Studio Apartment,131671188,Michael,,Alsergrund,48.2257,16.3501,Entire home/apt,70,1,82,2022-11-28,1.30,14,353,22,
21533269,Lovely_Stay_Vienna - 60 m2  Central Apartment,5452509,Esther,,Josefstadt,48.20869,16.34363,Entire home/apt,90,1,78,2022-02-27,1.26,1,0,3,
20794416,Wohlfühlen bei Sissi und Franz,8842039,Helena,,Whring,48.22425,16.34779,Private room,28,2,0,,,1,0,0,
21052383,Sunrise to Sunset rooftop Loft (95m2),16449613,Sebastian,,Brigittenau,48.22951,16.36755,Entire home/apt,279,14,3,2022-01-07,0.11,1,166,1,
20810120,°°Quiet Chilled Studio °°,46558696,Siddhi,,Hernals,48.2216,16.32287,Entire home/apt,48,2,0,,,1,0,0,
20823287,Bright double walk-through room near Main Station,149359129,Lax,,Favoriten,48.1826,16.37503,Shared room,17,1,7,2018-03-22,0.11,2,0,0,
21535532,Luxury Flat in the city center: for high standards,156534566,Ana Maria,,Innere Stadt,48.20713,16.37619,Entire home/apt,86,2,6,2018-08-25,0.10,1,0,0,
21065036,Großzügiges Apartment in historischem Gebäude,100351711,Claudia,,Neubau,48.20198,16.34996,Entire home/apt,200,3,140,2022-11-27,2.23,15,287,40,
21536342,TOP Location - Charming Apartment,121229728,Birgit + Dominic,,Neubau,48.20305,16.34754,Entire home/apt,85,2,281,2022-12-05,4.89,1,117,72,
21072465,Chill out Area Reinprechtsdorf,8632750,Andreas,,Margareten,48.18642,16.352,Entire home/apt,141,1,1,2018-11-21,0.02,78,352,0,
21546107,Cosy apartment in the city center,148801775,Clemens,,Leopoldstadt,48.22385,16.40157,Entire home/apt,85,2,42,2022-12-06,0.70,1,90,6,
20828175,Sonnige Altbauwohnung,149407919,Domi,,Ottakring,48.20688,16.33355,Entire home/apt,44,5,5,2018-07-26,0.08,1,0,0,
21075129,Quiet and cozy bedroom in the heart of Vienna,22056579,Aleksandra,,Josefstadt,48.20663,16.348,Private room,30,2,7,2017-11-22,0.11,3,0,0,
21075514,Cozy flat in the heart of Vienna,22056579,Aleksandra,,Neubau,48.20645,16.34873,Entire home/apt,54,2,83,2019-01-28,1.34,3,0,0,
20831630,Central Design Apartment - historical building,41244591,Florian,,Leopoldstadt,48.21443,16.38124,Entire home/apt,50,90,16,2020-01-02,0.25,2,102,0,
21546267,DISCOVER VIENNA - CITY CENTRAL APARTMENT!,156644732,Kenan,,Neubau,48.2078,16.33976,Entire home/apt,35,1,18,2018-04-15,0.30,1,0,0,
21550689,Silent Paradise Ober St. Veit,8632750,Andreas,,Hietzing,48.18931,16.27081,Entire home/apt,139,1,1,2022-11-03,0.73,78,348,1,
21087209,Tercasse Apartment with lake view GA3,4034068,Philipp,,Donaustadt,48.24414,16.42249,Entire home/apt,94,2,0,,,14,278,0,
21087738,"Apartement room, Wg zimmer, 度假公寓. City center,市中心",152023434,Du,,Leopoldstadt,48.22152,16.37102,Private room,35,1,217,2020-02-24,3.42,2,0,0,
21557447,A cozy modern room in the heart of vienna,121748375,Fárshad,,Leopoldstadt,48.21993,16.40612,Private room,30,2,242,2020-09-13,3.88,1,0,0,
21559038,Wonderful room in the city centre,81917356,David,,Innere Stadt,48.20815,16.37963,Private room,40,2,7,2017-12-02,0.11,2,0,0,
21560373,Lovely Renovated Apartment - Easy Self Check in,71848288,Alice,,Wieden,48.19361,16.36731,Entire home/apt,60,1,133,2022-11-28,2.15,6,162,26,
20839886,Beautiful Artist's Studio in Vienna,8711613,Pia,,Brigittenau,48.23159,16.36966,Entire home/apt,44,1,72,2022-09-30,1.16,1,0,7,
21105118,Bright Apartment near City Center,73026340,George,,Alsergrund,48.22137,16.36354,Entire home/apt,59,2,30,2018-08-03,0.47,1,0,0,
20842917,Steiner Residences Augarten Apt. Picasso/Monet,129960877,Mary & Kiki,,Leopoldstadt,48.22553,16.38279,Entire home/apt,62,1,116,2022-11-10,1.82,36,336,3,
21566938,Nice apartement near City & Castle Schönbrunn,143669966,Oliver,,Rudolfsheim-Fnfhaus,48.19215,16.32951,Entire home/apt,57,4,178,2022-10-25,2.88,7,344,27,
21116135,Vintage Chic in Vienna,5336363,Natalia,,Margareten,48.18412,16.35894,Entire home/apt,49,2,190,2022-11-26,3.35,1,319,43,
21575117,A fully furnished apartment close to subway,67551044,Zoe,,Donaustadt,48.24864,16.43407,Entire home/apt,45,1,49,2020-09-03,0.80,2,0,0,
21592655,Modern studio next to Prater,146020503,Denys,,Leopoldstadt,48.21486,16.41728,Entire home/apt,68,1,314,2022-12-08,5.06,19,123,49,
21117325,Garden Apartment at the Old Danube,4034068,Philipp,,Donaustadt,48.24279,16.4224,Entire home/apt,81,2,0,,,14,345,0,
21119789,"Viennaflat relax: large, bright and in the center",809077,Martha,,Margareten,48.19465,16.35956,Entire home/apt,81,1,24,2022-11-27,0.38,6,28,4,
21599584,Nette charmante Wohnung in Floridsdorf,157108395,Florian,,Floridsdorf,48.2627,16.4004,Entire home/apt,42,2,26,2018-09-30,0.42,1,0,0,
20854119,Small & comfortable Appartement near Westbahnhof,21177297,Stefan,,Rudolfsheim-Fnfhaus,48.19453811645508,16.33399200439453,Entire home/apt,40,3,106,2022-11-28,1.69,1,59,40,
21120516,"Garden Apartment at the Old Danube, GA5",4034068,Philipp,,Donaustadt,48.2428,16.4228,Entire home/apt,81,2,0,,,14,357,0,
20860051,Fabulous City Center Apartment - Apt 17,1547126,Anna & Vladan,,Alsergrund,48.21564,16.36148,Entire home/apt,125,1,7,2022-11-17,0.12,39,310,3,
21603013,Schönbrunn-Nähe - 33 qm NEU & sehr ruhig Top 18,20010097,Christian,,Penzing,48.1941,16.29091,Entire home/apt,64,3,57,2022-12-04,0.95,2,60,15,
21122448,Zububaba,152349204,Matthias,,Ottakring,48.21188,16.33736,Private room,25,2,3,2017-10-11,0.05,1,0,0,
21604041,5min to citycentr by foot,154594389,Lukas,,Landstra§e,48.1936,16.39251,Private room,40,1,9,2018-01-02,0.14,1,0,0,
21132380,City Center 1 Bedroom apartment in Landstraße,16797807,Vlad,,Landstra§e,48.20919,16.38896,Entire home/apt,32,5,0,,,1,0,0,
21618644,Heart of City center Flat,91350439,Buse,,Wieden,48.19908,16.36653,Entire home/apt,79,3,16,2018-11-25,0.26,1,0,0,
21625969,Apartment in Sievering - klein aber fein,52012825,Michael,,Dbling,48.24855041503906,16.327274322509766,Entire home/apt,62,2,25,2022-12-04,0.47,3,332,8,
20867348,modern and young student flat for summer in Vienna,19234275,Nicolas,,Landstra§e,48.20978,16.39337,Private room,69,3,5,2022-09-24,0.31,1,40,4,
21796883,"Quiet and spacious apt, 5 minutes to Stephansdom",14355423,Mart,,Landstra§e,48.20432,16.39076,Entire home/apt,37,30,26,2022-12-05,0.43,1,123,1,
21133880,WOW! Views of city centre,309654628,Antonia,,Innere Stadt,48.20906,16.37268,Entire home/apt,203,2,106,2022-08-24,1.71,1,10,6,
21632198,Walk to Schönbrunn Palace from a Historic Viennese Apartment,157397979,Dan,,Rudolfsheim-Fnfhaus,48.18542,16.32765,Entire home/apt,129,2,114,2020-02-02,1.85,1,0,0,
21142480,modernvintage DREAMFLAT for sight&relax+natureview,41337686,Milan,,Rudolfsheim-Fnfhaus,48.19653,16.31818,Entire home/apt,57,3,0,,,1,0,0,
21638687,Schubert's Creative Luxury Haven,874937,Martin,,Landstra§e,48.19886,16.38729,Entire home/apt,152,2,65,2022-12-05,1.52,7,329,31,
21801433,Cosy Bedroom,4928113,Maria,,Josefstadt,48.21198,16.34084,Private room,41,3,41,2022-12-10,0.67,4,29,23,
21144894,Ruhiges Apartment im Brunnenmarktviertel,152426320,Max,,Ottakring,48.21205,16.33741,Entire home/apt,51,3,85,2022-11-23,1.35,1,129,38,
21807455,Rooftop Apartment 51- with Balcony and View,153864304,Nadland Immoinvest,,Brigittenau,48.23948,16.38551,Entire home/apt,239,1,0,,,19,352,0,
21807577,"Classic 19th Century, Central and Quiet (12)",29494065,Amadeus,,Hernals,48.22136,16.32926,Entire home/apt,34,5,26,2020-08-01,0.43,12,1,0,
21808987,"Classic 19th Century, Central and Quiet (22)",29494065,Amadeus,,Hernals,48.21965,16.33145,Entire home/apt,50,5,24,2020-08-01,0.39,12,5,0,
21638739,Vivid City Gem - A Reminiscence of Gustav Mahler,874937,Martin,,Landstra§e,48.19949,16.38744,Entire home/apt,150,2,45,2022-11-28,1.05,7,346,19,
21145780,Perfect Business Flat,152566881,Regina,,Alsergrund,48.22707,16.35758,Entire home/apt,33,180,22,2022-06-30,0.36,1,283,1,
21642325,One-Bedroom Apartment with Balcony - Naschmarkt,157500977,Mai,,Mariahilf,48.19682,16.35627,Entire home/apt,125,3,49,2022-11-21,0.79,17,317,13,
21815441,"Central, modern, traditional: amazing garden aptmt",13638515,Gudrun,,Leopoldstadt,48.21341,16.38438,Entire home/apt,140,4,41,2021-10-09,0.67,1,204,0,
21147556,Doublebed Apartment near Metro U2 Messe,4034068,Philipp,,Leopoldstadt,48.21893,16.40972,Entire home/apt,68,2,20,2022-09-03,1.73,14,352,20,
21823899,"Bright room in flat w/view,5min to center w/metro",6585819,Begum,,Leopoldstadt,48.21697,16.38722,Private room,30,2,96,2020-03-03,1.61,2,0,0,
21644034,Beautiful Apartment in most central location,157516604,Thomas,,Neubau,48.20056,16.35292,Entire home/apt,104,2,250,2022-11-23,4.08,1,115,41,
21147891,1 Bedroom Apartment near Metro U2 Messe,4034068,Philipp,,Leopoldstadt,48.21899,16.40979,Entire home/apt,81,2,0,,,14,340,0,
21148265,1 Bedroom Apartment near Metro U2 Messe,4034068,Philipp,,Leopoldstadt,48.22056,16.41098,Entire home/apt,81,2,1,2022-01-01,0.09,14,352,1,
21159855,"Great Location, cosy and bright Studio near center",453599669,Erik & Edgar,,Alsergrund,48.21789,16.35195,Entire home/apt,75,2,257,2022-11-28,4.07,8,34,52,
21646253,"Cozy,quiet apartment close to city center舒适安静的市内公寓",116869623,Lingyan,,Donaustadt,48.24972,16.43844,Entire home/apt,34,1,5,2018-01-04,0.08,1,0,0,
21824729,"Modern City Center Apt, next to Metrostation",19166941,Pedro,,Alsergrund,48.22344,16.36558,Entire home/apt,85,2,93,2022-10-31,1.51,1,345,15,
21830901,Quiet Flat + Large Balcony /close to VIC,26719527,Anne,,Leopoldstadt,48.232,16.39605,Entire home/apt,40,60,2,2019-01-07,0.03,1,105,0,
21172241,"Zimmer am Wienfluss (b), im Herzen von Wien",152843284,Luisa,,Margareten,48.19387,16.35502,Private room,60,2,84,2022-06-24,1.33,4,73,1,
21831044,Perfect location for exploring Vienna,5037447,Mario,,Alsergrund,48.22731,16.36321,Private room,27,2,265,2020-09-01,4.32,1,0,0,
21831613,SMALL but NICE apartment(23m2)near the centre,95256644,Gin,,Margareten,48.18459,16.36104,Entire home/apt,51,1,271,2022-11-28,4.44,4,137,69,
21835313,extremely quiet room # longtermstay= HUGE discount,4042594,Wiltrud,,Simmering,48.17817,16.40995,Private room,34,18,25,2022-11-05,0.42,10,5,8,
21659990,High ceiling and art stay,157599452,Ilona,,Leopoldstadt,48.22481,16.38799,Entire home/apt,59,2,162,2022-11-30,2.63,1,0,29,
21173032,"Zimmer am Wienfluss (c), im Herzen von Wien",152843284,Luisa,,Margareten,48.19387,16.35502,Private room,60,2,107,2022-11-13,1.70,4,70,11,
21835956,SUPERHoST 2BR Apt. near Augarten and Prater(16),29748862,Osnat,,Leopoldstadt,48.22277,16.38396,Entire home/apt,120,3,113,2022-10-27,1.85,17,171,16,
21181866,Wohnen im Szenenviertel Wiens,50589336,Laila,,Neubau,48.20473,16.33955,Private room,30,3,0,,,1,0,0,
21837960,Studio Vienna - Breitensee / Metro / Self Check In,159234897,Bernd,,Penzing,48.20384,16.30771,Entire home/apt,36,3,207,2022-11-20,3.38,1,229,44,
21670390,Easy Vienna Apartment 12,157742197,Easy Vienna Apartments,,Rudolfsheim-Fnfhaus,48.20023,16.32787,Entire home/apt,119,3,1,2018-01-02,0.02,2,0,0,
21670998,Easy Vienna Apartment 13,157742197,Easy Vienna Apartments,,Rudolfsheim-Fnfhaus,48.19881,16.32683,Entire home/apt,119,3,0,,,2,0,0,
21671006,Linzer Top 4 Exclusive Designer Loft Apartment,66040140,Sascha & Marina,,Penzing,48.19308,16.30292,Entire home/apt,125,2,385,2022-11-29,6.24,33,331,54,
21193310,"„Garden-Apartment/room 2, 10 Mins to Centre!",25121553,Judith,,Donaustadt,48.24146,16.43536,Private room,71,2,13,2022-06-14,0.23,3,342,3,
21842152,Deluxe city apartm. in top location incl. Garage,151355610,Barbara,,Leopoldstadt,48.2158,16.39034,Entire home/apt,134,3,197,2022-11-27,3.22,1,263,14,
21193675,"Garden-Apartments/Flats, 10 Mins to Centre!",25121553,Judith,,Donaustadt,48.23988,16.43383,Entire home/apt,158,2,17,2022-12-10,0.30,3,336,6,
21195997,Cozy and comfy apartment in central location,37392243,Daphne,,Rudolfsheim-Fnfhaus,48.19919,16.32624,Entire home/apt,16,21,0,,,1,0,0,
21842358,Cozy apartment near Westbahnhof & Schönbrunn,37317101,Riana,,Rudolfsheim-Fnfhaus,48.1896,16.33675,Entire home/apt,50,2,19,2019-01-01,0.36,1,0,0,
21678025,Sleep-Inn Gallery Vienna,74772574,Christine,,Leopoldstadt,48.21948,16.39007,Entire home/apt,39,2,14,2020-08-16,0.23,1,0,0,
21201750,Small trendy City apartment,9719601,Christiana,,Neubau,48.2019,16.34396,Entire home/apt,47,2,154,2022-09-17,2.48,13,203,32,
21678924,Luxury Designer Apartment in Central Location,45072882,Luka,,Mariahilf,48.19485,16.34959,Entire home/apt,213,1,119,2022-12-04,1.92,1,166,48,
21842573,SLI #5 Apartment - Terrace with an amazing view,66299057,Michael & Mathias,,Josefstadt,48.21439,16.35031,Entire home/apt,175,2,220,2022-12-02,3.58,7,301,44,
21843402,"Modern, bright and quiet apartment near center!",65476420,Florian,,Wieden,48.18925,16.36398,Entire home/apt,58,2,1,2018-01-02,0.02,1,0,0,
21207700,Business or students: quiet & cosy,5876372,Manuela & Alexander,,Alsergrund,48.23099,16.35692,Entire home/apt,89,30,164,2022-08-12,2.68,2,322,5,
21228174,"Nice, cosy apartment (1-4 Per.)",153399224,Darja,,Brigittenau,48.23387,16.36507,Entire home/apt,50,7,14,2019-08-03,0.23,1,0,0,
21845410,Friendly apartment close to Naschmarkt,91614505,Katja,,Mariahilf,48.18966,16.34844,Entire home/apt,66,2,3,2018-01-06,0.05,1,0,0,
21845861,Your room in Vienna,7368568,Monica,,Leopoldstadt,48.2246,16.40298,Private room,40,2,11,2018-12-06,0.18,1,0,0,
21680571,Vienna Living Apartments - Stephansdom Top 3,23537323,Ingo,,Innere Stadt,48.20905,16.37605,Entire home/apt,314,1,14,2022-08-02,0.24,12,155,4,
21230538,Cosy sunny and quiet room near city center,75203253,Jan,,Rudolfsheim-Fnfhaus,48.19904,16.32686,Private room,28,4,2,2017-12-15,0.03,1,0,0,
21845932,Central Studio Apartment,35275274,Boris,,Wieden,48.1884,16.37175,Entire home/apt,60,2,203,2022-12-03,3.34,1,277,47,
21235681,Superior City Center Kingsize Bed Apartment,153477625,Christian,,Leopoldstadt,48.21805,16.38323,Entire home/apt,132,4,36,2022-07-17,0.59,1,346,11,
21849873,ViennaSky360 - Luxus DG mit Sauna & Whirlpool,159359446,Alexander,,Mariahilf,48.19112,16.33973,Entire home/apt,1100,30,11,2018-07-01,0.18,1,315,0,
