id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
29986793,Huge flat in the old historical city centre Vienna,22835213,Nina,,Innere Stadt,48.21142,16.38174,Entire home/apt,47,3,81,2019-08-26,1.64,4,0,0,
30520780,Vintage Vienna,62976606,Ulrich,,Whring,48.23006,16.33625,Entire home/apt,50,3,1,2019-01-03,0.02,1,0,0,
30521403,Hundertwasser-House View (City Center),229035952,Amin,,Landstra§e,48.20871,16.39401,Entire home/apt,120,3,8,2020-02-11,0.17,1,0,0,
29348618,Spacious flat with view of St. Stephans Cathedral,221103443,Ludwig,,Innere Stadt,48.208,16.36996,Entire home/apt,543,2,97,2022-12-04,1.98,1,136,38,
30526744,Be a neighbour of the Vienna Boys Choir,38645322,Antonio,,Leopoldstadt,48.21772,16.38033,Entire home/apt,99,3,80,2022-11-15,1.66,3,153,25,
30536540,Beautiful Inner City Apartment (23),50653737,Hermann,,Innere Stadt,48.20614,16.37071,Entire home/apt,160,1,66,2022-01-20,1.42,11,0,3,
30546528,"Rooftop privat room, Vienna City Center",28649127,Leo,,Leopoldstadt,48.22389,16.40069,Private room,149,1,3,2018-12-31,0.06,1,0,0,
30000062,Zimmer neben Schönbrunn Doppelbettzimmer,14559054,Raul,,Meidling,48.17102,16.31252,Private room,29,1,34,2019-12-29,0.69,1,0,0,
30001052,Viktoria - Studio Apartment close to Westbahnhof,225439306,Olga,,Rudolfsheim-Fnfhaus,48.19219,16.33165,Entire home/apt,70,3,10,2022-10-23,0.20,3,81,3,
29350882,Brand NEW Manhattan Style Appartement!!!,221115322,Rebbecca,,Leopoldstadt,48.21658,16.38452,Entire home/apt,91,3,121,2022-12-05,2.48,3,131,32,
30030068,ganze Unterkunft - zentrumsnahe,11760727,Sandro,,Leopoldstadt,48.22084,16.39993,Entire home/apt,200,4,0,,,1,0,0,
29354109,Cozy place on the Yppenplatz,2634263,Sara,,Ottakring,48.21464,16.33539,Entire home/apt,48,4,29,2022-12-10,0.60,1,116,5,
30032391,Hochwertiges Design-Apartment 15,2418146,Gisella,,Brigittenau,48.2281,16.36587,Entire home/apt,100,2,2,2019-09-01,0.04,17,73,0,
30033260,Hochwertiges Design-Apartment 16,2418146,Gisella,,Brigittenau,48.22741,16.36698,Entire home/apt,100,2,3,2019-01-27,0.06,17,135,0,
30033782,Hochwertiges Design-Apartment 17,2418146,Gisella,,Brigittenau,48.22899,16.36518,Entire home/apt,85,2,14,2022-05-08,0.28,17,195,3,
30546975,70 m2: Spacious & bright classic Viennese flat!,229196719,FelixIduna,,Wieden,48.19021,16.37742,Entire home/apt,110,4,4,2022-08-06,0.08,1,0,1,
30548873,Modern 1BR Apart- Huge Discounts for Longstays,404652017,Bakir,,Landstra§e,48.19339,16.38965,Entire home/apt,98,1,140,2022-12-11,2.90,127,352,33,
29361019,New VELO-City Center Apartment,221195882,Chris,,Landstra§e,48.2097,16.39309,Entire home/apt,78,2,218,2022-12-08,4.33,2,115,70,
30549656,Beautiful Cozy Studio Apartment,842950,Marija,,Landstra§e,48.19048,16.3946,Entire home/apt,32,30,3,2019-09-01,0.07,1,265,0,
30552083,Modern Apartment - Huge Longstay Discounts,404652017,Bakir,,Landstra§e,48.19321,16.38768,Entire home/apt,102,1,146,2022-11-15,2.99,127,358,19,
30035496,Spacious central apartment,54301002,Pia,,Alsergrund,48.22756,16.35666,Entire home/apt,80,2,87,2022-12-03,1.78,36,288,32,
30041577,"Klein, fein und gut erreichbar",48252039,Ezekia,,Ottakring,48.21072,16.30681,Private room,29,7,40,2022-08-07,0.89,1,72,3,
30056973,Cozy room for singles/couples♥perfect connections,11784883,Flo,,Rudolfsheim-Fnfhaus,48.1894,16.33355,Private room,27,2,5,2019-01-13,0.10,2,0,0,
30057568,Private Room - close to subway - 15 min to center,213901923,Thomas,,Ottakring,48.21233,16.30887,Private room,36,1,175,2022-12-06,3.61,2,116,59,
29363780,Sweet apartment in Vienna,201752721,Julia,,Brigittenau,48.23117,16.37363,Entire home/apt,38,2,34,2019-08-08,0.67,1,0,0,
30058773,Artistic central (Secret) Gardens' Flat,2764320,Borislav & Aneta,,Leopoldstadt,48.22375,16.40081,Entire home/apt,66,1,129,2022-11-29,2.61,3,118,28,
30061008,sweet dreams,225902841,Philippe,,Ottakring,48.20665,16.33471,Entire home/apt,113,2,46,2022-11-01,0.96,2,246,14,
30066701,☆Charming bright room im kultigen Biotop von Wien☆,77068375,Stefanie,,Neubau,48.2013,16.34773,Private room,44,2,16,2020-03-02,0.35,2,0,0,
30084930,Apartment Karlskirche 3,685572,Christoph,,Wieden,48.19849,16.37062,Entire home/apt,288,3,72,2022-11-18,1.49,5,155,28,
30560326,Family Lounge close to Vienna Central Station,13700645,Stefan,,Margareten,48.18266,16.35941,Entire home/apt,160,2,43,2022-11-01,0.88,4,155,4,
30573192,Stylish and Cozy apartment in downtown Vienna💎,229245903,Evelyn,,Mariahilf,48.19084,16.3524,Entire home/apt,90,3,56,2022-11-28,1.22,1,90,9,
30612938,Apartment in the city centre,22835213,Nina,,Innere Stadt,48.21137,16.38212,Entire home/apt,35,7,69,2019-09-15,1.41,4,0,0,
29374649,Nice Room for 2 in Vienna 15,16994000,Karl & Lisl,,Rudolfsheim-Fnfhaus,48.19763,16.31852,Private room,21,2,6,2022-11-20,0.12,1,88,1,
30626528,!!Room for 1 lady!!,163445926,Tetiana,,Dbling,48.24269,16.3179,Private room,20,5,0,,,1,0,0,
30692090,★Spacious apartment (70m2)★15 min from city center,95007570,Daniel,,Hernals,48.21817,16.33037,Entire home/apt,75,3,76,2022-11-26,1.56,8,174,24,
30692901,Nostalgische Wohnung in Grünruhelage nahe Zentrum,229740965,Ida,,Whring,48.23573,16.31779,Entire home/apt,112,3,28,2022-11-22,0.63,2,279,14,
30096519,Townhouse in historischer Bausubstanz,100351711,Claudia,,Neubau,48.20369,16.34844,Entire home/apt,200,3,144,2022-12-11,2.92,15,223,39,
30100035,Villa1 holiday complex with free parking place!,226163195,Abraham,,Favoriten,48.16246,16.40892,Entire home/apt,114,2,71,2022-10-08,1.47,12,349,22,
29376684,Maritime Wiener Stilwohnung für Familien und Paare,44287689,Gregor,,Brigittenau,48.22777,16.36932,Entire home/apt,78,3,36,2022-11-05,0.73,5,339,8,
29380588,Apartment with 2 Bedrooms and Balcony - Naschmarkt,157500977,Mai,,Mariahilf,48.19749,16.35546,Entire home/apt,165,3,89,2022-12-08,1.77,17,308,53,
30123262,"Lovely 2 BDRM flat, 10 min from the centre",44903908,Liis,,Ottakring,48.21353,16.3337,Entire home/apt,95,3,3,2022-12-05,0.06,2,93,2,
29405704,SKY9 One-Bedroom Apartment City Center,1493785,Mike,,Wieden,48.19953,16.36914,Entire home/apt,175,1,14,2022-09-14,0.32,26,311,5,
29406011,SKY9 Superior Studio Apartment City Center,1493785,Mike,,Wieden,48.19977,16.3688,Entire home/apt,151,1,23,2022-11-15,0.48,26,334,13,
29421839,Between Schoenbrunn & the City Center (Apt. 34),106634851,Michael,,Meidling,48.18485,16.33567,Entire home/apt,65,2,32,2022-04-03,0.66,49,252,2,
30699979,Neu renovierte Altbauwohnung - 1 min zur U-Bahn!,15227561,Doris,,Brigittenau,48.23654,16.37919,Entire home/apt,55,2,5,2019-05-01,0.10,1,0,0,
29421977,Between Schoenbrunn & the City Center (Apt. 29),106634851,Michael,,Meidling,48.18444,16.33704,Entire home/apt,104,2,84,2022-12-04,1.72,49,348,34,
29422085,Studio-Apartment between Schoenbrunn & the City Center (31),106634851,Michael,,Meidling,48.18481,16.33685,Entire home/apt,94,2,100,2022-12-04,2.04,49,359,29,
30702282,16 C&J's apartments,118965986,Claudia,,Ottakring,48.22142,16.31801,Entire home/apt,64,1,78,2022-09-21,1.60,2,62,8,
29430352,Between Schoenbrunn & the City Center (Apt. 35),106634851,Michael,,Meidling,48.18483,16.33667,Entire home/apt,110,2,80,2022-12-08,1.80,49,173,39,
30126535,Apartment Dibidus,178735296,Violeta,,Floridsdorf,48.2665,16.39093,Entire home/apt,126,2,5,2020-09-11,0.10,1,173,0,
29431058,Between Schoenbrunn & the City Center (Apt. 37),106634851,Michael,,Meidling,48.18435,16.3354,Entire home/apt,75,2,32,2020-10-10,0.64,49,0,0,
30705711,Cozy student apartment close to central station,129402341,Alina,,Wieden,48.18642,16.37045,Private room,30,1,2,2018-12-30,0.04,1,0,0,
29433005,Between Schoenbrunn & the City Center (Apt. 36),106634851,Michael,,Meidling,48.18441,16.33765,Entire home/apt,92,2,58,2022-12-09,1.20,49,345,21,
30126625,Cozy Apartment 40 m²  with Balcony in Vienna,226371913,Nora,,Landstra§e,48.18784,16.39918,Entire home/apt,54,1,30,2022-12-07,0.61,1,1,13,
29433087,Studio-Apartment between Schoenbrunn & the City Center (28),106634851,Michael,,Meidling,48.18309,16.33559,Entire home/apt,83,1,61,2022-11-06,1.22,49,344,29,
29442233,Brunnenapartement,27761259,Astrid & Ronald,,Ottakring,48.20618,16.33571,Entire home/apt,80,2,26,2022-08-29,0.53,2,259,13,
30137660,Self-Check-In with View & Free Parking,226450655,Peter,,Brigittenau,48.22694,16.36661,Entire home/apt,148,2,137,2022-12-07,2.83,1,158,33,
29447456,Vienna meets Industrial,172358948,Isaac,,Meidling,48.18301,16.32457,Entire home/apt,180,3,15,2022-01-02,0.31,1,0,1,
30708341,"Penthouse Feeling, Blick übers südliche Wien",214746691,Karl,,Liesing,48.13736,16.35265,Entire home/apt,99,3,34,2020-01-31,0.70,1,0,0,
30713150,In Balance - Rest in the Center,226825577,Jakob Andreas,,Leopoldstadt,48.21445,16.38298,Private room,25,2,6,2019-01-27,0.12,4,0,0,
29453077,Wien Zuhause im zentralen siebten Bezirk,31973813,Kerstin,,Neubau,48.20356,16.34361,Entire home/apt,48,7,21,2022-10-14,0.42,1,0,4,
30713213,Cosy Cave - Relax in the Center,226825577,Jakob Andreas,,Leopoldstadt,48.21614,16.38212,Private room,19,2,28,2020-03-15,0.58,4,0,0,
29473830,Riemer 13,33262990,Susanne,,Innere Stadt,48.20566,16.37751,Entire home/apt,149,4,0,,,1,165,0,
30720426,a nice place to stay in Vienna in 16th district,229950888,Andrea,,Ottakring,48.20918,16.33756,Private room,22,1,2,2018-12-30,0.04,1,0,0,
30139168,My cute apartment in central Vienna ! (NEW),60581116,Kira,,Ottakring,48.21027,16.33255,Entire home/apt,53,2,56,2020-02-23,1.15,1,0,0,
29476339,Comfy Apartment in best location,209195168,Naomi,,Alsergrund,48.22012,16.36697,Entire home/apt,40,2,40,2022-08-06,0.90,1,0,9,
30139935,Art Apartment Vienna close to City Center,206196525,Alexander,,Leopoldstadt,48.22611,16.37051,Entire home/apt,43,2,99,2022-04-13,2.02,4,0,16,
30732734,Luxury-Living above Vienna,30574908,Philipp,,Hernals,48.23502,16.28258,Private room,40,4,4,2019-06-16,0.09,2,0,0,
30735806,Rooftop Garten Loft 360 VIEW over Vienna,18728095,Christof,,Penzing,48.19389090323081,16.30810733190014,Entire home/apt,147,2,16,2019-08-18,0.35,1,138,0,
29484966,Vienna Dream Apartments,212381619,Vienna Dream Apartments,,Rudolfsheim-Fnfhaus,48.19112,16.33629,Entire home/apt,149,1,7,2022-01-03,0.15,6,257,1,
30142722,Self Catering Apartment in the center of Vienna,157383816,Marijan,,Neubau,48.20575,16.35316,Entire home/apt,84,2,75,2022-12-03,1.53,1,190,19,
29485242,Vienna Dream Apartments,212381619,Vienna Dream Apartments,,Rudolfsheim-Fnfhaus,48.19292,16.33741,Entire home/apt,119,1,2,2019-06-17,0.05,6,316,0,
30746109,Cute Artsy Flat in the City Centre PILGRAMGASSE,92080758,Olivia,,Margareten,48.18809,16.35296,Entire home/apt,37,10,0,,,1,0,0,
30758208,Private city apartment (+balcony) @ UNO City+Metro,92948147,Suikai,,Donaustadt,48.23644,16.42468,Entire home/apt,88,2,3,2022-04-02,0.06,1,0,2,
29501596,Schwarz & Weiß,222167855,Philip,,Leopoldstadt,48.23294,16.39578,Private room,56,1,2,2022-09-18,0.52,1,362,2,
30761354,Quiet flat with excellent transportation,27047578,Laszlo,,Meidling,48.17987,16.33429,Entire home/apt,49,3,39,2020-08-07,0.81,1,0,0,
30762208,Great Apartment near Main Station,230185361,Andrea,,Wieden,48.18672,16.36865,Entire home/apt,180,3,42,2022-12-04,0.87,1,347,10,
30155603,River Lodge,226564241,Nikola,,Leopoldstadt,48.19415,16.45072,Private room,134,1,2,2022-08-25,0.37,1,10,2,
29505798,"City center, Schönbrunn, Naschmarkt nearby",150690809,Günther & Elisabeth,,Margareten,48.1902,16.35388,Entire home/apt,145,2,86,2022-12-01,1.74,5,350,34,
30173455,Comfortable apartment close to the City Center,226674901,Josh,,Alsergrund,48.22453,16.36523,Entire home/apt,30,1,15,2019-02-28,0.31,1,0,0,
30762807,Schlössel Apartment 17,228226640,Rifat,,Josefstadt,48.2135,16.35413,Entire home/apt,199,1,5,2022-03-05,0.12,5,29,2,
29527047,"Viennapartment, Stuwer Top 28",32171477,Johanna,,Leopoldstadt,48.21817,16.40392,Entire home/apt,130,4,0,,,7,0,0,
30778973,5 Min to City Center * Your Wellbeing Home,35614443,Margit & Herbert,,Landstra§e,48.18867,16.39888,Entire home/apt,120,2,65,2022-11-20,1.35,4,78,15,
30786317,중앙역 가까운 여성전용 (Lady only)1인실,21360419,Kyong A,,Favoriten,48.17891,16.36878,Private room,43,1,128,2022-11-21,2.63,3,7,45,
30784680,Fall in Love with Vienna...Here!,102024447,Jack,,Leopoldstadt,48.21459,16.38281,Private room,67,2,119,2022-11-27,2.58,2,325,33,
30784933,Elegant and cozy apartment near City Center,230326095,Elena,,Meidling,48.17905,16.32982,Entire home/apt,69,1,35,2020-01-02,0.73,1,70,0,
30785172,Fall in Love with Vienna -- Here!,102024447,Jack,,Leopoldstadt,48.2161,16.38431,Private room,57,2,114,2022-11-27,2.41,2,312,21,
30196722,Budget Apartments West - Modern Family Apartment,47102681,Homes By Guestia,,Rudolfsheim-Fnfhaus,48.18994,16.32973,Entire home/apt,109,1,66,2022-10-10,1.34,14,355,5,
30197429,The Temple - Rest in the Center,226825577,Jakob Andreas,,Leopoldstadt,48.21529,16.38248,Private room,25,2,10,2019-01-27,0.20,4,0,0,
30197667,Apartment in Meidling,31129774,Rainer,,Meidling,48.17582,16.33405,Entire home/apt,70,3,8,2019-01-01,0.16,1,0,0,
30786866,Penthouse Loft in Updated Historical Building,184084037,Ekaterina,,Innere Stadt,48.2092,16.36777,Entire home/apt,300,2,55,2020-06-14,1.14,3,0,0,
30201623,Room in a flat-share in an old building (17 c.),37389505,Flo,,Innere Stadt,48.21728,16.368,Private room,45,2,1,2018-12-17,0.02,1,0,0,
30785529,Micro Loft Neubau,8632750,Andreas,,Neubau,48.20695,16.34029,Entire home/apt,80,1,7,2022-09-05,0.50,78,172,6,
30804585,Modern City Apartment with a View,77480001,Third Generation,,Innere Stadt,48.21173,16.37717,Entire home/apt,130,2,125,2022-10-26,2.60,2,241,24,
30206991,"comfortable, quiet, near the Center",7830701,Charlotte,,Alsergrund,48.21677,16.34394,Entire home/apt,60,12,8,2019-02-03,0.16,2,40,0,
30808563,zentrale Stilwohnung bei Volksoper-WLAN 75/15 Mbps,44287689,Gregor,,Alsergrund,48.22401,16.35195,Entire home/apt,58,3,31,2022-09-13,0.64,5,192,7,
30815797,Skyflats Vienna Belle View,20068276,Wilfried,,Josefstadt,48.21319,16.34066,Entire home/apt,245,30,4,2019-12-25,0.10,9,104,0,
30816048,Design Apartment for 3 Guests 1.02,14070533,Prestige Apartments Sabrina,,Josefstadt,48.21518,16.34821,Entire home/apt,199,3,1,2019-08-25,0.02,45,0,0,
30818570,"Family, mobility friendly apartment",230535153,Rita,,Penzing,48.19898,16.30735,Entire home/apt,74,4,45,2022-12-11,0.93,1,250,9,
30216663,Wien City Appartement,35898514,Roman,,Innere Stadt,48.20947,16.37211,Entire home/apt,150,3,2,2018-12-11,0.04,1,0,0,
30217976,Reigenlive Rooms close to Schönbrunn,34123784,Wolfgang,,Penzing,48.18842,16.3039,Private room,110,3,19,2022-07-17,0.39,6,365,4,
31204721,Cozy Appartement/ Studio in Vienna,130785815,Mahtab,,Rudolfsheim-Fnfhaus,48.19821,16.31539,Entire home/apt,112,4,3,2019-05-05,0.07,1,165,0,
30818782,Luxury Studio Apartment in Center,14070533,Prestige Apartments Sabrina,,Josefstadt,48.21412,16.34744,Entire home/apt,65,21,0,,,45,0,0,
30819581,Studio4U apartment near Wien River,103117252,Serge,,Margareten,48.18854,16.35156,Entire home/apt,48,14,58,2022-12-10,1.21,1,0,30,
31219145,Cozy City Appartment right by the UBahn,8458967,Simone,,Brigittenau,48.22739,16.36529,Entire home/apt,45,3,5,2019-03-10,0.10,1,0,0,
30224128,La Petite Imperiale,145924174,Christian,,Alsergrund,48.22576,16.35606,Entire home/apt,54,2,128,2022-11-12,2.62,1,64,26,
30823871,Second district Room. Metro and WiFi :),230567397,Mendoza,,Leopoldstadt,48.21436,16.4191,Private room,35,2,0,,,2,0,0,
31874507,D45 City Apartment close to city centre,51562386,Karim,,Rudolfsheim-Fnfhaus,48.19844,16.32445,Entire home/apt,44,28,8,2022-02-04,0.23,19,353,1,
31220360,Elegant Apartment in Historic Heart of the First District,233506119,Victoria,,Innere Stadt,48.20723,16.37324,Entire home/apt,138,2,153,2022-12-07,3.26,7,196,54,
31232996,"Gemütliche Wohnung, 15 Minuten ins Zentrum",109659350,Michael,,Ottakring,48.21277,16.32113,Entire home/apt,41,90,6,2019-12-06,0.13,10,148,0,
30826017,Room with WiFI in the 2nd District. Metro U2. :),230567397,Mendoza,,Leopoldstadt,48.21206,16.41908,Private room,35,2,0,,,2,0,0,
31235721,☼  THE SLOW LIVING IN VIENNA  ☀️,233473875,Elma & Medo,,Landstra§e,48.18651,16.4088,Entire home/apt,45,2,52,2020-07-26,1.17,1,0,0,
31874599,D46 City Apartment close to city centre,51562386,Karim,,Rudolfsheim-Fnfhaus,48.20005,16.32311,Entire home/apt,45,28,13,2022-11-08,0.31,19,354,5,
31877381,ENCHANTING APARTMENT next to Naschmarkt and Centre,50945012,Easy Flat TEAM,,Margareten,48.19155,16.35602,Entire home/apt,192,2,26,2022-05-08,0.56,50,342,7,
30834610,Spacious Apartment Schönbrunn,35529733,Ana,,Meidling,48.16885,16.30237,Entire home/apt,65,1,16,2019-08-24,0.33,1,0,0,
31879681,CHEERFUL APARTMENT next to Naschmarkt and Centre,50945012,Easy Flat TEAM,,Margareten,48.19352,16.35649,Entire home/apt,103,1,4,2019-04-26,0.09,50,323,0,
31274341,Beautiful Room near City Centre (3.District),112142911,Ivan,,Landstra§e,48.20383,16.39719,Private room,24,2,2,2019-01-28,0.04,5,0,0,
30852865,Apartement 14 A,59901172,Rudolf,,Margareten,48.19195,16.35928,Entire home/apt,49,2,53,2022-11-01,1.17,7,0,42,
30855230,Stylish comfort/spacious apt close to Opera,151922918,Michaela,,Wieden,48.19659,16.36921,Entire home/apt,386,1,35,2022-11-25,0.73,1,347,6,
31282974,Central and quiet 18 room in a lovely shared flat,234096126,Josua,,Josefstadt,48.21451,16.34444,Private room,25,2,4,2019-07-14,0.09,1,0,0,
31892519,New appartement with much charming,233481899,ACD Immobilien,,Favoriten,48.17616,16.35793,Entire home/apt,34,3,59,2022-12-08,1.38,2,0,37,
30905421,Modern & Warm City Apartment,66040140,Sascha & Marina,,Favoriten,48.17354,16.39322,Entire home/apt,124,1,114,2021-05-01,2.36,33,288,0,
30906681,Modern & Stylish Studio in the Heart of Vienna!,24589758,Tamara,,Leopoldstadt,48.2133,16.41405,Entire home/apt,118,3,75,2022-10-30,1.59,1,166,13,
31904233,cute,239169605,Anna,,Hietzing,48.17486,16.28672,Entire home/apt,25,2,0,,,1,0,0,
31905723,"Vienna Style Room, only 12. min to City Center",102290719,Lütfü,,Alsergrund,48.22794,16.35723,Private room,26,1,16,2019-08-18,0.34,3,287,0,
31287447,N16 Apartment between Augarten and Prater Park,234146009,Markus,,Leopoldstadt,48.2253,16.38823,Entire home/apt,122,4,44,2022-12-11,0.96,3,47,18,
30906933,Gemütlich! Zentrum & Hauptbahnhof & BELVEDERE Nähe,230976225,Walter,,Landstra§e,48.18765,16.39014,Entire home/apt,66,2,67,2022-11-21,1.40,1,158,18,
30917608,3-Bedroom-Flat With Parking Space,229966102,Bernhardt,,Favoriten,48.17643,16.37386,Entire home/apt,145,2,31,2020-01-01,0.64,1,135,0,
31298443,Cosy room in the 20th district and next to U6,58021461,Angelo,,Brigittenau,48.23698,16.38109,Private room,35,1,0,,,1,0,0,
30923036,Linzerstrasse Top 6A,54441651,Vienna Stay Apartments,,Penzing,48.20432,16.25427,Entire home/apt,129,1,2,2019-05-02,0.04,64,323,0,
31912794,Romantischer Wiener Altbau direkt im Zentrum,208848596,Nastassja,,Wieden,48.1929,16.36656,Entire home/apt,45,2,51,2020-03-08,1.16,1,0,0,
30923313,Linzerstrasse Top 6C,54441651,Vienna Stay Apartments,,Penzing,48.2026,16.25386,Entire home/apt,129,2,1,2022-08-21,0.26,64,358,1,
31298451,City Apartment Währung (50m2),234254444,Tanja,,Whring,48.22559,16.3335,Entire home/apt,99,2,3,2019-04-22,0.07,2,0,0,
30923438,In the very heart of Vienna,231085433,Martin,,Innere Stadt,48.21053,16.37624,Entire home/apt,86,2,134,2022-11-28,2.86,1,78,53,
31913150,LEBEN IM GRÜNEN UND DOCH IN DER STADT,239243877,Werner,,Floridsdorf,48.27897,16.45285,Private room,35,2,101,2022-11-26,2.17,1,322,48,
30924157,Reinprecht Top 7-8,54441651,Vienna Stay Apartments,,Margareten,48.18399,16.35647,Entire home/apt,156,1,25,2022-12-03,0.52,64,304,22,
31299342,"Apartment Wien Urania, Vienna Urania, River View",234260050,Dagmar,,Leopoldstadt,48.21375,16.38735,Entire home/apt,85,3,56,2022-12-11,1.18,1,332,15,
30924337,Reinprecht Top 1-2,54441651,Vienna Stay Apartments,,Margareten,48.18239,16.35649,Entire home/apt,156,2,11,2022-10-01,0.25,64,314,2,
31300321,City Apartment Währung (25m2),234254444,Tanja,,Whring,48.22601,16.33196,Entire home/apt,59,2,1,2019-05-05,0.02,2,0,0,
31914198,Pink jewel near the center,239253028,Aniko,,Brigittenau,48.22842,16.37234,Entire home/apt,62,1,234,2022-11-27,5.00,1,3,53,
31943042,Modern attic apartment near Reumannplatz,4615178,Eva,,Favoriten,48.16861,16.37275,Entire home/apt,92,6,1,2019-03-31,0.02,20,0,0,
30924651,Luxury Studio in Center 3.17,14070533,Prestige Apartments Sabrina,,Josefstadt,48.21421,16.34887,Hotel room,151,3,24,2022-10-31,0.50,45,0,3,
30926022,Smart-Studio Top 6,29176864,Zoya,,Alsergrund,48.22603,16.36595,Entire home/apt,79,3,19,2022-11-28,0.43,15,172,6,
31950161,Near Palace Schönbrunn - Apt. 14,175131,Ingela,,Rudolfsheim-Fnfhaus,48.18498,16.32731,Entire home/apt,114,1,21,2022-11-27,0.52,15,359,4,
31307788,Elegant Cozy Apartment,19683711,Bana,,Landstra§e,48.20641,16.39103,Entire home/apt,105,2,79,2022-11-22,1.68,2,257,12,
30926462,Comfort-Studio Top28,29176864,Zoya,,Alsergrund,48.22612,16.36453,Entire home/apt,79,3,25,2022-10-30,0.56,15,172,11,
30926474,"Typical Viennese & cosy apartment,  best location",29756783,Loïc,,Wieden,48.19651,16.37098,Entire home/apt,80,3,11,2022-08-10,0.23,1,0,5,
31309384,Feel Home in Vienna,19683711,Bana,,Landstra§e,48.20561,16.39099,Entire home/apt,115,2,30,2022-07-19,0.64,2,261,3,
31950608,Beautiful 28m² room in shared flat,57655061,Elisabeth,,Rudolfsheim-Fnfhaus,48.19823,16.32668,Private room,29,1,8,2019-03-17,0.17,1,0,0,
30926667,Studio 12,29176864,Zoya,,Alsergrund,48.22598,16.36637,Entire home/apt,79,3,37,2022-11-27,0.83,15,169,11,
31966386,Rooftop flat in hipster area,220680833,Sarah,,Neubau,48.19979,16.34052,Entire home/apt,35,2,15,2019-03-29,0.32,1,0,0,
31310188,Cozy flat near Schönbrunn Palace,3856658,Judith,,Penzing,48.19269,16.31561,Entire home/apt,35,2,0,,,1,0,0,
30926866,Top 23,29176864,Zoya,,Alsergrund,48.22451,16.36635,Entire home/apt,78,3,32,2022-11-28,0.72,15,167,18,
30932072,Cozy apartment in the heart of Vienna,54208959,Iulian,,Margareten,48.18963,16.35159,Entire home/apt,52,2,30,2022-08-29,0.63,1,0,5,
31970376,DISCOVER VIENNA!,239708937,Timea,,Rudolfsheim-Fnfhaus,48.18527,16.33128,Entire home/apt,80,2,0,,,1,352,0,
30948511,Gemütliches 1-Zimmer Apartment nahe  Uno-City,92979273,Birgit,,Leopoldstadt,48.22457,16.40141,Entire home/apt,71,3,40,2022-11-01,0.89,21,275,12,
30959066,"VIENNA 
CITY CENTER 
Apartment 86m2",231329988,Raoul,,Mariahilf,48.19908,16.35611,Entire home/apt,86,2,9,2019-03-24,0.19,1,0,0,
31313186,Cozy Loftflat near Naschmarkt,27710536,Lisa Mira,,Margareten,48.18092,16.35259,Entire home/apt,50,3,0,,,1,0,0,
30968961,Gemütliche Wohnung in Grün-Ruhelage Nähe Grinzing,105705660,Lydia,,Dbling,48.24479,16.34014,Private room,100,5,0,,,2,365,0,
31321588,Bright and luxurious penthouse,136267129,Kaspar,,Alsergrund,48.21702,16.3426,Entire home/apt,109,5,39,2022-12-11,0.85,1,3,13,
31326280,Stylisches Apartment im hippen Mariahilf,75194407,Anna,,Mariahilf,48.19043,16.34804,Entire home/apt,99,3,14,2022-08-21,0.30,1,87,6,
31982155,Nicht aktiv,99929843,Magdalena,,Rudolfsheim-Fnfhaus,48.20168,16.33295,Private room,26,2,3,2019-03-12,0.06,1,0,0,
31986134,Big room in the lively and central 7th district,73145680,Lennart,,Neubau,48.20368,16.34965,Private room,59,2,4,2019-09-22,0.09,1,0,0,
31999760,CheckVienna - Barichgasse,2816192,Martin,,Landstra§e,48.19837,16.39283,Entire home/apt,67,2,37,2022-11-14,0.79,94,95,8,
30969511,"Vienna Vintage - Lightful, Spacious, Central Flat",231397185,Helga,,Leopoldstadt,48.218,16.37417,Entire home/apt,130,1,4,2019-03-10,0.08,1,0,0,
30970423,4 Beds and More Vienna Apartments for 8 guests,181410615,4beds&More,,Favoriten,48.16783,16.38217,Hotel room,396,2,0,,,3,334,0,
31326551,Nice room between Sissy Palace and City Centre!,53727205,Giovanni,,Margareten,48.18768,16.34826,Private room,61,2,118,2022-12-05,2.55,1,135,40,
31327841,Nettes und preiswertes Apartment für 3,92979273,Birgit,,Leopoldstadt,48.22324,16.4015,Entire home/apt,72,3,48,2022-12-01,1.04,21,326,33,
30970425,4 Beds and More Vienna Apartments for 6 guests,181410615,4beds&More,,Favoriten,48.16608,16.38169,Hotel room,352,1,0,,,3,280,0,
32008379,60qm2 Apartment at DONAUKANAL,156389769,Jason,,Landstra§e,48.20494,16.39698,Entire home/apt,95,1,3,2022-05-09,0.07,1,365,1,
30972228,Beautiful Apartment with an  view over Vienna,53270069,Vincent,,Ottakring,48.21284,16.32872,Entire home/apt,20,5,0,,,2,0,0,
32027818,Stylish street-apartment near Messe-Prater,31080534,Ursula,,Leopoldstadt,48.22062,16.40982,Entire home/apt,96,3,85,2022-10-10,1.86,1,51,13,
32028400,"BLEU-Ruhiges, zentral gelegenes Apartment",208287922,Daniela,,Landstra§e,48.20156,16.38015,Entire home/apt,106,2,330,2022-12-05,7.03,2,39,95,
31335351,Bright apartment directly on Brunnenmarkt,9030659,Nicholas,,Ottakring,48.21125,16.33442,Entire home/apt,79,3,36,2022-06-13,0.77,1,69,2,
